"","word","positive","negative","freq","idf"
"2708","elected",0.082,0.008,864,3.84125249309746
"2709","experienced",0.088,0.014,587,3.85943481218065
"2710","forest",0.074,0,36,6.82801609666869
"2711","latest",0.082,0.008,594,3.83945231259331
"2712","lung",0.12,0.046,153,5.60634371524335
"2713","makers",0.104,0.03,36,6.69448470404417
"2714","planning",0.078,0.004,483,4.11996589556648
"2715","societies",0.09,0.016,54,6.289019595936
"2716","cabu",0.08,0.006,57,6.44664854013959
"2717","metro",0.074,0,75,6.20897688826247
"2718","candid",0.074,0,23,8.21431045778858
"2719","oversee",0.074,0,21,7.11569816912047
"2720","alcoholbased",0.078,0.004,10,8.08077906516406
"2721","cyber",0.074,0,24,7.1644883332899
"2722","nationale",0.074,0,8,8.08077906516406
"2723","smoothly",0.074,0,8,8.08077906516406
"2724","broader",0.086,0.014,158,5.18348686442332
"2725","advancing",0.114,0.042,73,5.97056586481747
"2726","asian",0.08,0.008,170,5.20439354924263
"2727","clinics",0.072,0,48,6.47134115272996
"2728","components",0.08,0.008,615,4.16875605973591
"2729","every",0.078,0.006,634,3.79546984999198
"2730","generators",0.086,0.014,64,6.20897688826247
"2731","hess",0.08,0.008,40,7.11569816912047
"2732","highgrowth",0.072,0,41,6.63386008222773
"2733","oceano",0.164,0.092,29,7.85763551384985
"2734","partial",0.09,0.018,117,5.48739177238199
"2735","partnerships",0.088,0.016,315,4.52543100367464
"2736","strengthened",0.092,0.02,262,4.76659306049153
"2737","sverdrup",0.082,0.01,428,4.50773142657524
"2738","estimated",0.116,0.044,1634,2.9501409786731
"2739","difficult",0.152,0.08,168,5.16978802006516
"2740","newbuilds",0.092,0.02,53,6.39902049115033
"2741","laksevåg",0.122,0.05,20,7.26984884894773
"2742","occupational",0.072,0,37,6.98216677649595
"2743","searching",0.076,0.004,22,7.06917815348558
"2744","convenes",0.072,0,14,7.52116327722863
"2745","interoperable",0.092,0.02,12,7.67531395705589
"2746","signalled",0.072,0,11,7.85763551384985
"2747","concurrent",0.072,0,10,7.85763551384985
"2748","sand",0.238,0.168,52,6.57670166838778
"2749","hopefully",0.086,0.016,23,7.06917815348558
"2750","background",0.082,0.012,337,4.40447839325698
"2751","capability",0.076,0.006,367,4.38877948371388
"2752","cases",0.17,0.1,291,4.91319653468341
"2753","close",0.104,0.034,1873,2.773749758014
"2754","communities",0.072,0.002,160,5.24756572110784
"2755","complete",0.102,0.032,1638,2.86856439766943
"2756","consistently",0.09,0.02,73,5.88355448782784
"2757","decisions",0.088,0.018,213,4.89236244778056
"2758","detailed",0.102,0.032,464,4.09411251674014
"2759","duallisted",0.07,0,28,6.82801609666869
"2760","endtoend",0.076,0.006,165,5.23296692168669
"2761","foreign",0.078,0.008,133,5.38953598237823
"2762","margins",0.164,0.094,280,4.73087497788945
"2763","merged",0.07,0,129,5.59587241537606
"2764","native",0.088,0.018,27,6.90212406882241
"2765","plass",0.07,0,63,6.26840030873327
"2766","publications",0.072,0.002,24,7.02472639091474
"2767","remainder",0.096,0.026,100,5.61692582457389
"2768","servicesolution",0.07,0,20,7.1644883332899
"2769","spread",0.084,0.014,267,4.78032325330343
"2770","totaling",0.08,0.01,75,5.89754072980258
"2771","mount",0.138,0.068,33,7.21578162767745
"2772","tolerability",0.09,0.02,49,6.63386008222773
"2773","exclusivity",0.158,0.088,71,6.15288742161142
"2774","pointofsale",0.07,0,15,7.76232533404552
"2775","receiver",0.07,0,22,7.38763188460411
"2776","pclaptop",0.07,0,21,8.21431045778858
"2777","tet",0.07,0,26,8.21431045778858
"2778","resellers",0.07,0,17,7.59527124938236
"2779","leukemia",0.07,0,11,8.21431045778858
"2780","obs",0.07,0,13,8.21431045778858
"2781","institutes",0.074,0.004,23,7.11569816912047
"2782","creates",0.072,0.004,325,4.39816922406372
"2783","farms",0.068,0,209,5.12326800443026
"2784","furthermore",0.094,0.026,456,4.08257836349486
"2785","magazine",0.068,0,28,7.02472639091474
"2786","port",0.222,0.154,188,5.43283278813155
"2787","cleanbu",0.114,0.046,101,6.39902049115033
"2788","willing",0.072,0.004,31,6.79292477685742
"2789","intel",0.18,0.112,43,7.1644883332899
"2790","commander",0.068,0,19,7.59527124938236
"2791","royalties",0.068,0,36,6.66371304537741
"2792","accepting",0.068,0,29,7.45217040574168
"2793","knowlton",0.068,0,13,7.59527124938236
"2794","novartis",0.068,0,15,7.76232533404552
"2795","sis",0.068,0,44,8.21431045778858
"2796","encompassing",0.068,0,18,7.26984884894773
"2797","cardholders",0.068,0,10,7.85763551384985
"2798","achieved",0.096,0.03,498,4.09179501859978
"2799","cnecttm",0.066,0,39,6.63386008222773
"2800","complement",0.066,0,114,5.45069040553156
"2801","congress",0.174,0.108,115,5.85615551363972
"2802","crux",0.094,0.028,29,6.79292477685742
"2803","effective",0.09,0.024,1209,3.21228353822892
"2804","family",0.072,0.006,356,4.48346680457561
"2805","farstad",0.126,0.06,170,5.77819397217001
"2806","frictionless",0.136,0.07,30,6.79292477685742
"2807","gentians",0.104,0.038,46,6.94134478197569
"2808","lois",0.066,0,12,7.76232533404552
"2809","opensensetm",0.11,0.044,31,6.90212406882241
"2810","patient",0.204,0.138,459,4.58049078085767
"2811","pupils",0.066,0,61,6.39902049115033
"2812","purchased",0.098,0.032,1020,3.70345095127173
"2813","thermalt",0.148,0.082,38,6.52263444711751
"2814","trial",0.246,0.18,775,4.43663550489151
"2815","vascular",0.278,0.212,71,6.86438374083956
"2816","climatesmart",0.072,0.006,24,7.45217040574168
"2817","mms",0.076,0.01,40,7.76232533404552
"2818","advancements",0.066,0,16,7.45217040574168
"2819","salten",0.066,0,17,8.21431045778858
"2820","adc",0.066,0,8,8.21431045778858
"2821","watt",0.066,0,8,8.08077906516406
"2822","manifold",0.066,0,20,7.26984884894773
"2823","mikko",0.066,0,9,8.21431045778858
"2824","strait",0.066,0,16,7.59527124938236
"2825","reaction",0.066,0,13,7.59527124938236
"2826","peptide",0.066,0,26,7.06917815348558
"2827","art",0.066,0.002,127,5.34803625147148
"2828","believe",0.072,0.008,820,3.52821882944826
"2829","bengaluru",0.182,0.118,105,5.51582970770252
"2830","cancelled",0.126,0.062,183,5.06035417901969
"2831","confirmation",0.126,0.062,543,4.16128404489721
"2832","coronavirus",0.078,0.014,145,5.47808937971967
"2833","dale",0.14,0.076,103,5.52549161861426
"2834","designers",0.288,0.224,29,7.06917815348558
"2835","emphasized",0.064,0,19,7.26984884894773
"2836","ext",0.064,0,109,5.46887272461475
"2837","extensions",0.17,0.106,150,5.32393869989242
"2838","extraction",0.064,0,64,6.35355811707357
"2839","houeland",0.074,0.01,29,6.79292477685742
"2840","influence",0.206,0.142,49,6.31007300513383
"2841","investing",0.07,0.006,212,4.95073445400247
"2842","joachimhouelandarcherwellcom",0.074,0.01,29,6.79292477685742
"2843","legal",0.184,0.12,884,3.67558537120864
"2844","loading",0.064,0,68,6.289019595936
"2845","pump",0.076,0.012,26,7.11569816912047
"2846","purposebuilt",0.078,0.014,58,6.39902049115033
"2847","runeskeiebergenbiocom",0.08,0.016,42,6.42255098856052
"2848","skaarberg",0.166,0.102,25,7.21578162767745
"2849","techsteps",0.12,0.056,118,6.15288742161142
"2850","lonnie",0.158,0.094,19,7.38763188460411
"2851","redelivered",0.068,0.004,25,7.06917815348558
"2852","everincreasing",0.064,0,15,7.45217040574168
"2853","fagervoll",0.064,0,28,7.45217040574168
"2854","energeia",0.064,0,24,8.21431045778858
"2855","coating",0.064,0,23,7.52116327722863
"2856","flexisource",0.064,0,9,8.21431045778858
"2857","softoxme",0.064,0,7,8.21431045778858
"2858","learn",0.084,0.022,581,3.94361450575903
"2859","abuse",0.126,0.064,436,4.14895343243973
"2860","amend",0.094,0.032,99,5.63843202979485
"2861","assembly",0.066,0.004,264,4.9562139197671
"2862","comparing",0.062,0,15,7.52116327722863
"2863","covers",0.07,0.008,450,4.10578126057452
"2864","formally",0.066,0.004,105,5.5550504208558
"2865","guts",0.064,0.002,13,7.96299602950767
"2866","house",0.066,0.004,256,4.70489949148619
"2867","inform",0.1,0.038,191,4.91847359178425
"2868","larslundveidekkeno",0.062,0,20,7.1644883332899
"2869","launched",0.112,0.05,553,3.99690580280925
"2870","maersk",0.062,0,86,6.15288742161142
"2871","media",0.086,0.024,1940,2.78121247921559
"2872","servicesolutions",0.062,0,21,7.1644883332899
"2873","stability",0.078,0.016,103,5.64936110032704
"2874","trees",0.062,0,69,6.289019595936
"2875","vertically",0.062,0,49,6.37603097292563
"2876","integrate",0.074,0.012,238,4.76659306049153
"2877","driven",0.134,0.072,494,4.20697727255611
"2878","engineered",0.066,0.004,44,6.52263444711751
"2879","preserving",0.062,0,35,6.69448470404417
"2880","claimed",0.062,0,22,7.21578162767745
"2881","haakonsvern",0.084,0.022,12,7.96299602950767
"2882","valueadding",0.062,0,15,7.45217040574168
"2883","lake",0.062,0,95,6.00133752348422
"2884","relocate",0.062,0,18,7.32700726278768
"2885","prostate",0.062,0,83,6.82801609666869
"2886","consensual",0.062,0,11,8.08077906516406
"2887","announces",0.078,0.018,1405,2.94204376844049
"2888","bidding",0.088,0.028,74,5.92611410224663
"2889","cornerstone",0.07,0.01,80,5.81641518499021
"2890","draw",0.064,0.004,55,6.54930269419967
"2891","earnout",0.06,0,77,6.20897688826247
"2892","forward",0.086,0.026,3729,2.12688659096383
"2893","members",0.14,0.08,1601,3.29432953196045
"2894","recruiting",0.078,0.018,71,5.94071290166779
"2895","reside",0.06,0,14,7.52116327722863
"2896","satisfying",0.06,0,49,6.3315792103548
"2897","solving",0.068,0.008,48,6.35355811707357
"2898","succeeded",0.102,0.042,58,6.09977759629747
"2899","therapeutic",0.148,0.088,535,4.7757255440548
"2900","turnkey",0.062,0.002,484,4.12713438504509
"2901","utilizes",0.06,0,66,5.97056586481747
"2902","distributes",0.06,0,31,6.75902322518174
"2903","bta",0.06,0,26,7.21578162767745
"2904","invitro",0.06,0,18,7.52116327722863
"2905","lidström",0.06,0,11,7.96299602950767
"2906","flyfisk",0.06,0,9,8.21431045778858
"2907","jimmybengtssonveidekkeno",0.06,0,9,7.96299602950767
"2908","horobin",0.06,0,15,8.21431045778858
"2909","consolidator",0.06,0,7,8.21431045778858
"2910","lesions",0.06,0,119,6.0330862217988
"2911","employment",0.106,0.048,187,5.06035417901969
"2912","euros",0.062,0.004,187,5.04823281848735
"2913","fibre",0.064,0.006,76,6.37603097292563
"2914","hosted",0.062,0.004,275,4.59953897582837
"2915","identification",0.11,0.052,289,4.67542367335324
"2916","impacts",0.142,0.084,102,5.63843202979485
"2917","inexpensive",0.058,0,8,8.08077906516406
"2918","nextgeneration",0.094,0.036,134,5.29268615638831
"2919","predominantly",0.086,0.028,28,6.82801609666869
"2920","prohibited",0.176,0.118,31,6.79292477685742
"2921","reasonably",0.058,0,24,7.02472639091474
"2922","selecting",0.074,0.016,23,7.02472639091474
"2923","virgin",0.058,0,128,5.52549161861426
"2924","wellknown",0.058,0,54,6.18992869329177
"2925","ingebrigtsen",0.058,0,62,6.09977759629747
"2926","avoiding",0.058,0,56,6.13486891610874
"2927","bruck",0.058,0,31,7.96299602950767
"2928","torkildsen",0.064,0.006,16,8.08077906516406
"2929","regulating",0.058,0,10,7.85763551384985
"2930","backend",0.058,0,14,7.59527124938236
"2931","inefficiencies",0.058,0,12,7.76232533404552
"2932","notebook",0.232,0.176,175,5.19040730726789
"2933","accommodate",0.062,0.006,129,5.37272886406185
"2934","airbus",0.176,0.12,136,5.85615551363972
"2935","allenby",0.15,0.094,73,5.94071290166779
"2936","app",0.062,0.006,129,5.75350135957964
"2937","comprises",0.056,0,521,3.96785811736902
"2938","coverage",0.072,0.016,269,4.73087497788945
"2939","debtfree",0.056,0,28,6.86438374083956
"2940","enhances",0.056,0,51,6.26840030873327
"2941","informing",0.056,0,14,7.52116327722863
"2942","petterlotellocorpcom",0.104,0.048,39,6.49665896071425
"2943","renewables",0.066,0.01,391,4.64276771037918
"2944","repeat",0.086,0.03,60,6.17123656027962
"2945","scope",0.08,0.024,634,3.89491939410618
"2946","softwareasaservice",0.062,0.006,21,7.26984884894773
"2947","something",0.056,0,78,5.82948726655756
"2948","wants",0.102,0.046,99,5.58550962834051
"2949","recovery",0.12,0.064,349,4.49379391873146
"2950","doseescalation",0.058,0.002,18,7.38763188460411
"2951","nya",0.056,0,19,7.85763551384985
"2952","volunteers",0.056,0,28,7.21578162767745
"2953","prototypes",0.056,0,20,7.26984884894773
"2954","yara",0.056,0,867,5.23296692168669
"2955","concentrations",0.056,0,20,7.32700726278768
"2956","vianarønningen",0.056,0,11,7.96299602950767
"2957","intratumoral",0.056,0,22,7.32700726278768
"2958","terminals",0.122,0.068,462,4.47324525050407
"2959","adding",0.068,0.014,298,4.51477370920066
"2960","calculation",0.176,0.122,66,6.09977759629747
"2961","centrally",0.054,0,66,6.00133752348422
"2962","counterparty",0.054,0,31,7.02472639091474
"2963","extension",0.098,0.044,1049,3.58933764450431
"2964","faces",0.054,0,25,6.98216677649595
"2965","fee",0.154,0.1,168,5.24756572110784
"2966","get",0.056,0.002,347,4.41082762093564
"2967","invite",0.054,0,253,4.63476766771211
"2968","metrics",0.058,0.004,58,6.44664854013959
"2969","newest",0.056,0.002,49,6.35355811707357
"2970","nonexclusive",0.058,0.004,23,7.06917815348558
"2971","optimistic",0.076,0.022,59,6.08268316293817
"2972","reactivation",0.054,0,30,7.02472639091474
"2973","regard",0.058,0.004,116,5.51582970770252
"2974","round",0.054,0,212,5.14294077002897
"2975","table",0.054,0,75,5.97056586481747
"2976","tietoevry",0.098,0.044,253,5.94071290166779
"2977","variety",0.054,0,308,4.48346680457561
"2978","heave",0.054,0,22,7.11569816912047
"2979","toxicity",0.054,0,10,8.08077906516406
"2980","rec",0.072,0.018,480,5.49678151273183
"2981","everfuel",0.064,0.01,732,5.64936110032704
"2982","kontali",0.054,0,21,8.21431045778858
"2983","intracellular",0.084,0.032,95,5.69431248818931
"2984","academic",0.096,0.044,42,6.49665896071425
"2985","affiliated",0.136,0.084,38,6.63386008222773
"2986","ahead",0.076,0.024,458,4.09876368791588
"2987","aligns",0.052,0,25,6.98216677649595
"2988","basin",0.082,0.03,213,5.30040820248222
"2989","bbl",0.192,0.14,48,6.94134478197569
"2990","blanc",0.104,0.052,47,6.49665896071425
"2991","branch",0.054,0.002,197,4.99543463292038
"2992","bundled",0.06,0.008,41,6.63386008222773
"2993","confirming",0.08,0.028,88,5.69431248818931
"2994","disagrees",0.052,0,17,7.32700726278768
"2995","easy",0.078,0.026,344,4.63875968898165
"2996","external",0.088,0.036,443,4.1762843261567
"2997","financing",0.218,0.166,1038,3.62788631462154
"2998","founded",0.058,0.006,1418,2.93838478155544
"2999","hamburg",0.056,0.004,49,6.3315792103548
"3000","harsh",0.086,0.034,112,5.5550504208558
"3001","kwh",0.058,0.006,26,7.02472639091474
"3002","measurement",0.228,0.176,154,5.70587331059038
"3003","monthly",0.084,0.032,272,4.75754322497161
"3004","participate",0.07,0.018,561,3.93566217756853
"3005","promote",0.054,0.002,114,5.46887272461475
"3006","redelivery",0.052,0,23,7.06917815348558
"3007","scalability",0.086,0.034,48,6.3315792103548
"3008","schemes",0.052,0,46,6.49665896071425
"3009","sencell",0.376,0.324,67,7.06917815348558
"3010","submission",0.072,0.02,175,5.06035417901969
"3011","till",0.052,0,48,6.54930269419967
"3012","japanese",0.142,0.09,127,5.76577145217145
"3013","mpw",0.154,0.102,33,7.85763551384985
"3014","penguin",0.052,0,32,7.52116327722863
"3015","polysilicon",0.052,0,171,6.26840030873327
"3016","rotation",0.052,0,17,7.52116327722863
"3017","sleep",0.052,0,7,8.21431045778858
"3018","optimally",0.052,0,14,7.52116327722863
"3019","patent",0.238,0.188,540,4.96726375595368
"3020","french",0.08,0.03,131,5.85615551363972
"3021","behalf",0.092,0.042,505,4.00961783839761
"3022","consecutive",0.054,0.004,101,5.57525312817332
"3023","engaged",0.08,0.03,343,4.4236483093647
"3024","estonia",0.05,0,96,5.74137999904729
"3025","force",0.074,0.024,250,4.73087497788945
"3026","hub",0.05,0,181,5.30040820248222
"3027","known",0.052,0.002,630,3.81283139718788
"3028","lindqvist",0.054,0.004,26,7.1644883332899
"3029","marketplace",0.062,0.012,173,5.24023968101577
"3030","nano",0.13,0.08,115,5.4417217355488
"3031","rebuilding",0.05,0,21,7.1644883332899
"3032","sendje",0.05,0,26,7.52116327722863
"3033","usbtokens",0.114,0.064,53,6.20897688826247
"3034","wanting",0.05,0,37,6.57670166838778
"3035","weisethaunet",0.058,0.008,65,6.57670166838778
"3036","fabien",0.05,0,7,8.21431045778858
"3037","acceleration",0.1,0.05,75,6.06587604462179
"3038","notable",0.054,0.004,25,6.94134478197569
"3039","bbls",0.108,0.058,45,7.26984884894773
"3040","omv",0.05,0,43,6.63386008222773
"3041","golbey",0.05,0,42,7.85763551384985
"3042","microphone",0.05,0,22,7.06917815348558
"3043","arefjord",0.05,0,15,8.21431045778858
"3044","bugge",0.05,0,17,7.45217040574168
"3045","balt",0.048,0,14,7.52116327722863
"3046","campaign",0.214,0.166,293,4.98973661180574
"3047","embarking",0.048,0,46,6.3315792103548
"3048","eus",0.102,0.054,33,6.79292477685742
"3049","firsthand",0.048,0,18,7.32700726278768
"3050","gogl",0.074,0.026,47,6.49665896071425
"3051","heiberg",0.052,0.004,67,6.54930269419967
"3052","impressive",0.098,0.05,124,5.38109711373236
"3053","insights",0.102,0.054,181,5.11036459959436
"3054","intention",0.088,0.04,282,4.58049078085767
"3055","judgement",0.098,0.05,45,6.94134478197569
"3056","mboepd",0.266,0.218,230,6.75902322518174
"3057","monetize",0.056,0.008,96,5.59587241537606
"3058","nokdenominated",0.05,0.002,13,7.59527124938236
"3059","precautionary",0.048,0,29,6.82801609666869
"3060","protect",0.11,0.062,261,4.66715916350334
"3061","reelected",0.104,0.056,408,4.89753041793901
"3062","rise",0.048,0,88,5.76577145217145
"3063","unresectable",0.066,0.018,28,7.1644883332899
"3064","name",0.162,0.114,775,3.86311128690996
"3065","logistics",0.136,0.088,720,4.12473917431914
"3066","italia",0.048,0,20,7.85763551384985
"3067","kjellarve",0.048,0,8,8.08077906516406
"3068","arguments",0.048,0,13,7.59527124938236
"3069","sds",0.048,0,20,8.21431045778858
"3070","davis",0.048,0,27,6.98216677649595
"3071","bizzari",0.048,0,16,8.08077906516406
"3072","ayfie",0.05,0.002,25,8.21431045778858
"3073","doorstep",0.048,0,11,7.76232533404552
"3074","observ",0.048,0,7,8.21431045778858
"3075","classical",0.048,0,7,8.21431045778858
"3076","generations",0.09,0.044,36,6.60487254535448
"3077","assessed",0.12,0.074,75,5.94071290166779
"3078","billion",0.062,0.016,3020,2.5072001930397
"3079","called",0.062,0.016,208,4.90272523481611
"3080","choice",0.046,0,395,4.22797541939588
"3081","competitiveness",0.06,0.014,158,5.19040730726789
"3082","editors",0.12,0.074,139,5.2257466737132
"3083","eliminate",0.05,0.004,46,6.3315792103548
"3084","enabler",0.048,0.002,85,5.8035117801543
"3085","end",0.078,0.032,3144,2.31323962470511
"3086","foremost",0.084,0.038,28,6.82801609666869
"3087","moves",0.046,0,49,6.289019595936
"3088","satisfaction",0.09,0.044,170,5.06647040603713
"3089","school",0.058,0.012,889,4.15880572888274
"3090","seafoods",0.046,0,98,6.3315792103548
"3091","serial",0.062,0.016,60,6.39902049115033
"3092","society",0.06,0.014,434,4.27411657539374
"3093","standing",0.052,0.006,67,6.00133752348422
"3094","tailored",0.052,0.006,225,5.00116530762936
"3095","tower",0.054,0.008,132,6.0330862217988
"3096","yields",0.096,0.05,88,5.88355448782784
"3097","closed",0.052,0.006,486,4.12234968692175
"3098","zurich",0.046,0,82,5.82948726655756
"3099","valuations",0.046,0,17,7.76232533404552
"3100","grupo",0.046,0,36,7.26984884894773
"3101","micro",0.048,0.002,21,7.26984884894773
"3102","separation",0.046,0,45,6.69448470404417
"3103","deutschland",0.048,0.002,27,7.45217040574168
"3104","dosage",0.046,0,13,7.76232533404552
"3105","fischer",0.046,0,24,7.67531395705589
"3106","foodwaste",0.046,0,9,7.96299602950767
"3107","studied",0.046,0,25,7.02472639091474
"3108","timelines",0.052,0.006,17,7.52116327722863
"3109","antidilution",0.046,0,12,7.67531395705589
"3110","bone",0.046,0,35,7.26984884894773
"3111","mea",0.048,0.002,23,7.96299602950767
"3112","olof",0.046,0,20,7.52116327722863
"3113","membrane",0.056,0.012,40,6.49665896071425
"3114","adult",0.044,0,12,7.67531395705589
"3115","applied",0.062,0.018,380,4.28248482506425
"3116","awareness",0.062,0.018,89,5.82948726655756
"3117","beermann",0.044,0,23,7.02472639091474
"3118","disclaimers",0.044,0,11,7.76232533404552
"3119","either",0.086,0.042,249,4.69216046570876
"3120","environmental",0.08,0.036,1176,3.43159199375919
"3121","extensive",0.068,0.024,1337,3.07264690128592
"3122","fiscal",0.082,0.038,188,5.11679548992465
"3123","gwh",0.044,0,107,5.74137999904729
"3124","highlighting",0.048,0.004,33,6.66371304537741
"3125","hundreds",0.05,0.006,132,5.30040820248222
"3126","lack",0.082,0.038,70,5.98583333694826
"3127","perpetual",0.044,0,161,5.45974024105148
"3128","recycle",0.108,0.064,92,5.95552798745293
"3129","rmeinkohnakvagroupcom",0.046,0.002,22,7.06917815348558
"3130","runs",0.056,0.012,78,5.84273249330758
"3131","solberg",0.07,0.026,81,6.18992869329177
"3132","superior",0.076,0.032,213,4.88722104828015
"3133","tombeermannnextbiometricscom",0.044,0,23,7.02472639091474
"3134","utilize",0.066,0.022,157,5.14958531274764
"3135","worlds",0.08,0.036,1106,3.29641721539094
"3136","item",0.068,0.024,292,5.13634008599762
"3137","geopolitical",0.052,0.008,17,7.32700726278768
"3138","brussels",0.044,0,50,6.289019595936
"3139","drew",0.044,0,10,8.21431045778858
"3140","slim",0.044,0,10,7.96299602950767
"3141","recipients",0.044,0,14,7.59527124938236
"3142","dialog",0.044,0,13,7.59527124938236
"3143","compromised",0.044,0,13,8.08077906516406
"3144","escape",0.07,0.028,27,6.90212406882241
"3145","authorize",0.042,0,87,5.79077275437687
"3146","batteries",0.084,0.042,156,5.5550504208558
"3147","commercially",0.064,0.022,200,4.91319653468341
"3148","completely",0.052,0.01,130,5.40663041573753
"3149","complicated",0.042,0,20,7.1644883332899
"3150","cooperative",0.046,0.004,51,6.60487254535448
"3151","der",0.07,0.028,40,6.72623340235875
"3152","edge",0.078,0.036,122,5.4417217355488
"3153","embark",0.046,0.004,21,7.11569816912047
"3154","enhancing",0.042,0,104,5.5550504208558
"3155","fulfil",0.066,0.024,58,6.09977759629747
"3156","giving",0.076,0.034,229,4.82268252714258
"3157","job",0.05,0.008,193,4.99543463292038
"3158","living",0.042,0,149,5.27741868425752
"3159","northrop",0.042,0,25,7.76232533404552
"3160","precedent",0.072,0.03,61,6.15288742161142
"3161","proper",0.048,0.006,26,6.90212406882241
"3162","propose",0.052,0.01,293,4.58806657466613
"3163","rata",0.06,0.018,60,6.17123656027962
"3164","safely",0.066,0.024,126,5.38109711373236
"3165","search",0.164,0.122,443,4.19921526722062
"3166","segments",0.088,0.046,650,3.85212216533436
"3167","skogs",0.042,0,49,7.06917815348558
"3168","twelve",0.074,0.032,178,5.01855705034123
"3169","unconditional",0.042,0,27,7.11569816912047
"3170","variants",0.042,0,22,7.32700726278768
"3171","xiaomis",0.048,0.006,20,7.52116327722863
"3172","organization",0.048,0.006,484,4.15386744724216
"3173","connected",0.07,0.028,366,4.34907961386719
"3174","volumes",0.142,0.1,896,3.75004572487773
"3175","browser",0.106,0.064,35,6.63386008222773
"3176","android",0.056,0.014,33,6.90212406882241
"3177","lien",0.042,0,117,5.84273249330758
"3178","digitalized",0.042,0,34,6.66371304537741
"3179","colocated",0.042,0,9,7.96299602950767
"3180","oseafk",0.042,0,11,7.76232533404552
"3181","tree",0.042,0,16,7.59527124938236
"3182","coronado",0.042,0,28,8.21431045778858
"3183","quintana",0.042,0,9,8.21431045778858
"3184","agency",0.112,0.072,414,4.32540986978129
"3185","banking",0.076,0.036,463,4.44648780133452
"3186","barrel",0.044,0.004,353,4.48346680457561
"3187","boundaries",0.04,0,76,5.84273249330758
"3188","briefing",0.042,0.002,65,6.69448470404417
"3189","buyback",0.088,0.048,1092,4.04212340880254
"3190","community",0.04,0,529,3.99901328514882
"3191","compute",0.138,0.098,63,6.20897688826247
"3192","critical",0.06,0.02,552,4.02682256384724
"3193","desired",0.08,0.04,45,6.44664854013959
"3194","fish",0.088,0.048,1121,3.94162048715216
"3195","grows",0.04,0,64,6.06587604462179
"3196","gruppen",0.048,0.008,1387,3.75004572487773
"3197","handling",0.046,0.006,400,4.51477370920066
"3198","invaluable",0.052,0.012,56,6.15288742161142
"3199","lifted",0.096,0.056,82,6.01708588045236
"3200","longterm",0.132,0.092,1698,2.89269517901572
"3201","outbreak",0.062,0.022,102,5.77819397217001
"3202","reaffirms",0.04,0,23,7.06917815348558
"3203","relationship",0.044,0.004,586,3.85577180442191
"3204","scotland",0.056,0.016,195,5.41528847848064
"3205","shortterm",0.11,0.07,134,5.38953598237823
"3206","start",0.058,0.018,2241,2.57341707168131
"3207","stepping",0.044,0.004,43,6.39902049115033
"3208","underway",0.044,0.004,188,4.98407087427006
"3209","whollyowned",0.052,0.012,244,4.7757255440548
"3210","emerald",0.06,0.02,25,7.21578162767745
"3211","agents",0.044,0.004,78,5.97056586481747
"3212","incidents",0.04,0,37,6.57670166838778
"3213","ryberg",0.04,0,17,7.96299602950767
"3214","sentiment",0.042,0.002,23,7.06917815348558
"3215","yielding",0.052,0.012,26,6.90212406882241
"3216","thresholds",0.04,0,19,7.32700726278768
"3217","reused",0.04,0,17,7.38763188460411
"3218","showcasing",0.04,0,20,7.1644883332899
"3219","recognizing",0.04,0,19,7.32700726278768
"3220","infrared",0.04,0,9,7.96299602950767
"3221","gambit",0.04,0,13,7.96299602950767
"3222","cogeneration",0.04,0,12,8.36846113761584
"3223","jurong",0.04,0,10,8.21431045778858
"3224","resides",0.162,0.124,37,6.69448470404417
"3225","combines",0.054,0.016,184,4.97283480100314
"3226","automatic",0.038,0,112,5.52549161861426
"3227","barcelona",0.038,0,66,6.26840030873327
"3228","bnp",0.122,0.084,79,6.39902049115033
"3229","brewery",0.05,0.012,25,7.96299602950767
"3230","capitalizing",0.066,0.028,105,5.50626025668637
"3231","certify",0.038,0,14,7.52116327722863
"3232","cooperate",0.04,0.002,89,5.72940380800058
"3233","cultural",0.038,0,67,6.18992869329177
"3234","dealing",0.038,0,32,6.72623340235875
"3235","dey",0.038,0,9,7.96299602950767
"3236","exploit",0.038,0,46,6.3315792103548
"3237","factories",0.038,0,31,6.82801609666869
"3238","hansaasnaswesternbulkcom",0.038,0,8,8.08077906516406
"3239","invitation",0.056,0.018,198,5.07262427161151
"3240","ipp",0.044,0.006,44,6.69448470404417
"3241","linkedin",0.05,0.012,371,4.34609007501883
"3242","shipbuilder",0.04,0.002,27,6.86438374083956
"3243","sign",0.038,0,185,4.96726375595368
"3244","specified",0.056,0.018,62,6.11716933900934
"3245","starts",0.038,0,347,4.36416285607852
"3246","supplementary",0.046,0.008,62,6.31007300513383
"3247","transferring",0.038,0,53,6.22839497411957
"3248","verft",0.048,0.01,24,7.1644883332899
"3249","weapon",0.038,0,90,6.24819760141575
"3250","wilforce",0.082,0.044,23,7.32700726278768
"3251","rare",0.038,0,33,6.72623340235875
"3252","reimbursement",0.088,0.05,68,6.69448470404417
"3253","optimum",0.038,0,25,6.98216677649595
"3254","discussing",0.046,0.008,26,6.94134478197569
"3255","faculty",0.038,0,30,7.38763188460411
"3256","embrace",0.038,0,15,7.52116327722863
"3257","clinicians",0.038,0,32,6.90212406882241
"3258","rowbury",0.038,0,6,8.36846113761584
"3259","businesscritical",0.038,0,12,7.85763551384985
