"word","positive","negative","freq","idf"
"marketing",0.228,0.102,1128,3.62643176891055
"loops",0.126,0,20,7.52116327722863
"subscriptionbased",0.146,0.02,44,6.42255098856052
"closure",0.128,0.002,91,6.06587604462179
"basic",0.126,0,39,6.57670166838778
"mitsubishi",0.128,0.002,58,7.52116327722863
"standardisation",0.126,0,12,7.76232533404552
"enforced",0.126,0,11,7.76232533404552
"welcomed",0.126,0,15,7.45217040574168
"content",0.142,0.018,410,4.51124636868269
"deutsche",0.218,0.094,58,6.57670166838778
"nutrition",0.124,0,273,4.99543463292038
"procurement",0.126,0.002,363,4.43012082387032
"abstracts",0.124,0,22,7.52116327722863
"hitecvision",0.124,0,14,7.52116327722863
"shiplift",0.126,0.002,25,7.59527124938236
"competency",0.124,0,26,7.1644883332899
"advisers",0.13,0.008,102,5.71756935035358
"auctions",0.198,0.076,47,6.79292477685742
"collaborate",0.132,0.01,183,5.01272613003044
"country",0.134,0.012,497,4.20697727255611
"projecthouse",0.146,0.024,60,6.15288742161142
"williksen",0.124,0.002,58,6.42255098856052
"work",0.15,0.028,3925,2.23037417710139
"organisational",0.144,0.022,74,6.17123656027962
"finding",0.148,0.026,317,4.41082762093564
"fbis",0.18,0.058,20,7.76232533404552
"megi",0.122,0,11,7.85763551384985
"alternate",0.122,0,50,6.98216677649595
"arabia",0.122,0,39,7.02472639091474
"exponentially",0.122,0,12,7.67531395705589
"middle",0.132,0.012,452,4.25758727344253
"alongside",0.122,0.002,198,4.88210594761338
"api",0.12,0,63,6.39902049115033
"bergenbioconsiliumcommscom",0.14,0.02,27,6.86438374083956
"fulfillment",0.12,0,22,7.1644883332899
"hyundai",0.158,0.038,87,6.15288742161142
"icelandic",0.13,0.01,77,6.47134115272996
"maryjane",0.14,0.02,29,6.82801609666869
"season",0.146,0.026,235,4.92377864401394
"tank",0.12,0,313,4.93447393313069
"trader",0.122,0.002,24,7.32700726278768
"welsh",0.14,0.02,29,6.82801609666869
"workers",0.124,0.004,73,6.00133752348422
"worldleading",0.12,0,116,5.52549161861426
"lymphoma",0.172,0.052,118,6.09977759629747
"gary",0.12,0,17,7.67531395705589
"pedersen",0.128,0.008,145,5.37272886406185
"scientists",0.12,0,27,7.06917815348558
"boost",0.118,0,134,5.29268615638831
"correct",0.176,0.058,124,5.4417217355488
"employ",0.124,0.006,58,6.13486891610874
"fishing",0.166,0.048,57,6.54930269419967
"install",0.118,0,134,5.35619956211064
"letters",0.14,0.022,109,5.5550504208558
"meaningful",0.136,0.018,65,5.98583333694826
"namely",0.132,0.014,168,5.03625662744063
"normal",0.136,0.018,254,4.79892844113447
"prague",0.166,0.048,159,5.10397480149558
"scanas",0.182,0.064,45,6.54930269419967
"security",0.208,0.09,1456,3.28189413855257
"shift",0.124,0.006,237,4.81788635487908
"workday",0.118,0,18,7.52116327722863
"dividend",0.18,0.062,3278,2.88990772076487
"closing",0.14,0.022,1194,3.37689540623993
"astrocasts",0.286,0.168,32,7.52116327722863
"aspen",0.148,0.03,37,7.67531395705589
"breakeven",0.166,0.048,69,6.17123656027962
"gestures",0.118,0,17,7.67531395705589
"coasters",0.116,0,31,7.76232533404552
"consent",0.234,0.118,73,6.08268316293817
"decarbonise",0.134,0.018,57,6.24819760141575
"drivers",0.224,0.108,80,5.85615551363972
"looked",0.13,0.014,25,7.02472639091474
"many",0.132,0.016,1051,3.31753732460547
"thereafter",0.182,0.066,223,4.79424459182204
"volues",0.116,0,19,7.45217040574168
"westcon",0.12,0.004,26,7.96299602950767
"resolution",0.328,0.212,633,3.92385101664019
"emr",0.116,0,15,8.08077906516406
"kolstad",0.116,0,14,7.85763551384985
"hire",0.136,0.022,105,5.68288379236569
"biological",0.122,0.008,173,5.24756572110784
"conferencing",0.212,0.098,38,6.75902322518174
"efficacy",0.182,0.068,201,5.16300833307978
"gen",0.24,0.126,29,7.1644883332899
"megawatt",0.118,0.004,40,6.54930269419967
"stalen",0.186,0.072,77,5.81641518499021
"paneuropean",0.136,0.022,135,5.32393869989242
"vary",0.114,0,34,6.63386008222773
"warm",0.114,0,36,6.69448470404417
"stores",0.238,0.124,647,4.79892844113447
"hightemperature",0.114,0,13,7.67531395705589
"amazon",0.114,0,28,7.02472639091474
"molecular",0.116,0.002,137,5.47808937971967
"classifieds",0.114,0,237,5.66041093651363
"cultures",0.17,0.058,26,6.90212406882241
"filial",0.112,0,34,6.82801609666869
"pursuing",0.16,0.048,179,5.00692901234611
"talented",0.112,0,51,6.289019595936
"ultralow",0.168,0.056,48,6.42255098856052
"utilities",0.114,0.002,127,5.40663041573753
"bird",0.112,0,23,7.26984884894773
"addax",0.116,0.004,23,7.67531395705589
"antitrust",0.18,0.068,33,6.86438374083956
"sport",0.112,0,20,7.1644883332899
"deepocean",0.112,0,15,8.08077906516406
"width",0.112,0,19,7.45217040574168
"indeed",0.114,0.002,14,7.52116327722863
"fighting",0.112,0,22,7.26984884894773
"quantities",0.112,0,22,7.11569816912047
"abroad",0.124,0.014,63,6.0330862217988
"stockholm",0.176,0.066,735,3.94162048715216
"activity",0.154,0.044,1013,3.53881495507976
"adequacy",0.112,0.002,66,6.42255098856052
"aqua",0.194,0.084,394,4.92377864401394
"bottlenecks",0.11,0,79,5.8035117801543
"east",0.114,0.004,743,3.89112432313763
"gases",0.11,0,111,5.71756935035358
"hanspetter",0.11,0,130,5.85615551363972
"opensense",0.114,0.004,45,7.45217040574168
"plus",0.14,0.03,606,3.93368393755643
"replace",0.124,0.014,270,4.61504316236433
"resource",0.126,0.016,583,4.04653842701166
"succeeds",0.162,0.052,53,6.20897688826247
"symbol",0.11,0,306,4.56550922724205
"thought",0.11,0,19,7.21578162767745
"totalenergies",0.114,0.004,33,6.94134478197569
"trvx",0.152,0.042,111,5.46887272461475
"umbilicals",0.118,0.008,80,5.98583333694826
"back",0.122,0.012,893,3.49199235842649
"convention",0.11,0,51,6.69448470404417
"depend",0.11,0,63,6.0330862217988
"tobago",0.11,0,16,7.52116327722863
"intermittent",0.11,0,11,7.76232533404552
"rrv",0.112,0.002,9,7.96299602950767
"tubing",0.11,0,21,7.1644883332899
"standby",0.142,0.032,56,6.31007300513383
"insulin",0.11,0,9,8.08077906516406
"biochemicals",0.11,0,25,7.45217040574168
"erc",0.11,0,28,7.67531395705589
"allocations",0.108,0,32,6.75902322518174
"americas",0.126,0.018,138,5.38953598237823
"extra",0.15,0.042,83,5.8035117801543
"ipo",0.23,0.122,167,5.37272886406185
"legacy",0.108,0,104,5.63843202979485
"molecule",0.108,0,57,6.18992869329177
"needs",0.108,0,838,3.50220956097314
"piloting",0.108,0,16,7.45217040574168
"poland",0.136,0.028,297,4.83234443805431
"recommended",0.116,0.008,247,4.74857455498885
"seeks",0.22,0.112,66,5.98583333694826
"specializes",0.162,0.054,302,4.45977703345321
"standard",0.118,0.01,1393,3.29432953196045
"taipei",0.166,0.058,237,4.7178028963221
"uidai",0.118,0.01,13,7.85763551384985
"hydrogenbased",0.116,0.008,60,6.35355811707357
"achieve",0.116,0.01,576,3.90255301896125
"assignments",0.144,0.038,133,5.37272886406185
"believed",0.114,0.008,32,6.75902322518174
"collectively",0.108,0.002,127,5.34803625147148
"crucial",0.116,0.01,145,5.20439354924263
"fisheries",0.11,0.004,130,5.52549161861426
"gradual",0.106,0,47,6.37603097292563
"leverage",0.13,0.024,337,4.49379391873146
"maximizing",0.106,0,45,6.35355811707357
"reduces",0.126,0.02,420,4.14406344714554
"ensure",0.108,0.002,1108,3.27983652465789
"decommissioning",0.176,0.07,120,5.95552798745293
"shipowners",0.114,0.008,55,6.289019595936
"fertilizer",0.11,0.004,161,5.69431248818931
"sides",0.106,0,25,6.98216677649595
"collections",0.106,0,32,7.45217040574168
"hospitalised",0.118,0.014,30,7.67531395705589
"lifethreatening",0.138,0.034,26,6.98216677649595
"kong",0.204,0.1,356,4.49726012670795
"bet",0.114,0.01,32,6.90212406882241
"biogenetic",0.11,0.006,61,6.04934674267058
"broker",0.22,0.116,166,5.21146071646572
"cage",0.11,0.006,72,6.18992869329177
"compatible",0.13,0.026,57,6.17123656027962
"executed",0.116,0.012,325,4.45977703345321
"hordaland",0.104,0,88,5.72940380800058
"hydrocarbon",0.216,0.112,323,4.45977703345321
"initiate",0.142,0.038,214,4.87195357614936
"monetization",0.104,0,28,6.86438374083956
"mou",0.116,0.012,129,5.79077275437687
"newbuild",0.116,0.012,175,5.2257466737132
"pcs",0.15,0.046,193,4.96172357557807
"pyro",0.11,0.006,61,6.04934674267058
"rackcdut",0.112,0.008,12,7.67531395705589
"range",0.122,0.018,1790,2.83375499300357
"recover",0.132,0.028,79,5.91172536479453
"seasoned",0.116,0.012,22,7.11569816912047
"steadily",0.104,0,48,6.31007300513383
"trademarks",0.108,0.004,166,5.70587331059038
"valley",0.148,0.044,178,5.06647040603713
"kcc",0.13,0.026,139,6.26840030873327
"circuit",0.176,0.072,30,7.06917815348558
"kinds",0.116,0.012,23,7.06917815348558
"disclosuressubscribetoreleases",0.104,0,10,7.85763551384985
"ascending",0.104,0,12,7.96299602950767
"materialize",0.112,0.008,20,7.1644883332899
"pulp",0.104,0,43,7.02472639091474
"amended",0.172,0.07,390,4.34907961386719
"build",0.102,0,1758,2.9332845883506
"carlsen",0.102,0,82,6.00133752348422
"creator",0.182,0.08,36,6.57670166838778
"decarbonization",0.136,0.034,89,5.88355448782784
"embedded",0.11,0.008,119,5.50626025668637
"entire",0.108,0.006,654,3.73535158293851
"failure",0.132,0.03,127,5.38953598237823
"function",0.146,0.044,187,5.04222679442714
"inert",0.106,0.004,39,6.49665896071425
"nationally",0.102,0,21,7.21578162767745
"recyclables",0.106,0.004,33,6.66371304537741
"strengthen",0.114,0.012,939,3.41616142053255
"tool",0.11,0.008,180,5.19737597658399
"validates",0.102,0,23,7.02472639091474
"regions",0.106,0.004,357,4.48346680457561
"buyer",0.106,0.004,252,5.01855705034123
"hydrogenpro",0.368,0.266,196,6.66371304537741
"bases",0.104,0.002,40,6.69448470404417
"keen",0.102,0,32,6.90212406882241
"counter",0.102,0,29,7.02472639091474
"hydrogenpros",0.15,0.048,20,7.59527124938236
"registry",0.102,0,54,6.63386008222773
"wunderlich",0.106,0.004,22,7.85763551384985
"taxes",0.168,0.068,86,5.98583333694826
"enhance",0.108,0.008,706,3.73697364331037
"espenjorangerarcherwellcom",0.1,0,18,7.26984884894773
"flng",0.146,0.046,58,6.3315792103548
"implying",0.1,0,41,6.54930269419967
"magelssen",0.104,0.004,42,6.49665896071425
"midterm",0.1,0,27,7.06917815348558
"osenel",0.122,0.022,102,5.5550504208558
"pays",0.132,0.032,25,6.94134478197569
"pleasure",0.13,0.03,139,5.24023968101577
"strategies",0.126,0.026,243,4.71348323517758
"multi",0.112,0.012,215,4.84210061299968
"divest",0.206,0.106,103,5.67158423711175
"akso",0.1,0,12,8.08077906516406
"compensate",0.1,0,23,7.02472639091474
"deducted",0.1,0,12,7.67531395705589
"hotels",0.104,0.004,33,7.02472639091474
"depositing",0.1,0,11,7.85763551384985
"identities",0.1,0,12,7.76232533404552
"rojkjaer",0.1,0,12,8.08077906516406
"inhibits",0.124,0.026,23,7.11569816912047
"nick",0.244,0.146,149,5.8035117801543
"association",0.152,0.054,394,4.42687932994615
"better",0.102,0.004,944,3.43278888199304
"bjørlo",0.098,0,32,6.69448470404417
"bureau",0.106,0.008,34,6.72623340235875
"certified",0.118,0.02,504,4.12953534658263
"deal",0.112,0.014,243,4.81311307612642
"hilja",0.098,0,24,7.11569816912047
"integrations",0.098,0,32,6.86438374083956
"land",0.114,0.016,548,4.08717607274349
"newsweb",0.098,0,70,5.92611410224663
"offices",0.102,0.004,1550,2.87061008539273
"purifies",0.102,0.004,63,6.01708588045236
"rio",0.14,0.042,149,5.33190686954159
"different",0.12,0.022,616,3.86495460540425
"transformer",0.098,0,16,7.52116327722863
"bgbc",0.098,0,34,7.38763188460411
"designwin",0.2,0.102,24,7.38763188460411
"protective",0.098,0,41,6.75902322518174
"cdtargeting",0.098,0,12,8.08077906516406
"stqc",0.108,0.01,11,7.85763551384985
"rsv",0.098,0,13,7.85763551384985
"fuelling",0.122,0.024,52,6.57670166838778
"tranby",0.098,0,9,8.08077906516406
"exist",0.098,0,26,6.94134478197569
"havilahouse",0.098,0,9,7.96299602950767
"medio",0.168,0.072,28,6.86438374083956
"borders",0.096,0,41,6.63386008222773
"defined",0.116,0.02,398,4.30801812706942
"håøy",0.116,0.02,42,6.75902322518174
"introduce",0.104,0.008,107,5.52549161861426
"modules",0.124,0.028,371,4.78958257871623
"preserve",0.108,0.012,88,5.76577145217145
"structural",0.118,0.022,143,5.37272886406185
"warrants",0.362,0.266,537,4.98407087427006
"klaveness",0.102,0.006,132,5.85615551363972
"validation",0.19,0.094,120,5.59587241537606
"families",0.11,0.014,92,5.69431248818931
"asiapacific",0.096,0,18,7.26984884894773
"incremental",0.098,0.002,33,6.79292477685742
"overthecounter",0.096,0,10,7.85763551384985
"ample",0.096,0,19,7.21578162767745
"ones",0.096,0,35,6.60487254535448
"complies",0.096,0,69,6.06587604462179
"edf",0.096,0,26,7.59527124938236
"preagreed",0.096,0,17,7.38763188460411
"azerbaijan",0.408,0.314,130,6.44664854013959
"acknowledges",0.094,0,32,6.69448470404417
"antelme",0.124,0.03,16,7.38763188460411
"avenue",0.094,0,36,6.82801609666869
"celicourt",0.124,0.03,16,7.38763188460411
"current",0.162,0.068,2813,2.40573905937351
"flagship",0.094,0,96,5.70587331059038
"funded",0.142,0.048,159,5.15627430089843
"headquarters",0.1,0.006,826,3.55899048811502
"jefferies",0.094,0,14,7.59527124938236
"lngs",0.098,0.004,11,7.85763551384985
"offerings",0.1,0.006,281,4.70063509269973
"performed",0.182,0.088,317,4.5544185405479
"proprietary",0.154,0.06,911,3.46072026668222
"riyadh",0.094,0,18,7.32700726278768
"solars",0.096,0.002,60,6.49665896071425
"standards",0.104,0.01,460,4.16875605973591
"tonnes",0.146,0.052,971,4.14406344714554
"tremendous",0.104,0.01,86,5.72940380800058
"workshop",0.094,0,47,6.42255098856052
"zenithenergycelicourtuk",0.124,0.03,16,7.38763188460411
"appr",0.094,0,33,7.11569816912047
"precious",0.094,0,53,6.18992869329177
"emphasize",0.094,0,23,7.02472639091474
"litigation",0.234,0.14,89,5.89754072980258
"adozwipecom",0.094,0,9,7.96299602950767
"godfrey",0.208,0.116,70,6.47134115272996
"alike",0.092,0,67,5.97056586481747
"capacities",0.092,0,84,5.77819397217001
"competitors",0.13,0.038,107,5.51582970770252
"emphasis",0.092,0,69,5.94071290166779
"field",0.138,0.046,2609,2.86516419038126
"frequency",0.092,0,35,6.66371304537741
"integral",0.092,0,88,5.69431248818931
"monitoring",0.148,0.056,471,4.43663550489151
"month",0.116,0.024,842,3.69719114992322
"paribas",0.094,0.002,61,6.42255098856052
"processor",0.17,0.078,25,7.1644883332899
"relevance",0.136,0.044,39,6.52263444711751
"rené",0.092,0,16,7.59527124938236
"rolling",0.114,0.022,158,5.41528847848064
"vistin",0.24,0.148,232,5.89754072980258
"zal",0.092,0,39,6.52263444711751
"organisations",0.162,0.07,108,5.64936110032704
"mix",0.192,0.1,135,5.38109711373236
"billcummingsthinfilmno",0.09,0,74,5.85615551363972
"features",0.104,0.014,190,5.04823281848735
"journalists",0.1,0.01,92,5.63843202979485
"latter",0.092,0.002,68,6.00133752348422
"managements",0.092,0.002,102,5.76577145217145
"mills",0.09,0,68,6.42255098856052
"musd",0.204,0.114,361,4.89753041793901
"recirculation",0.092,0.002,44,6.37603097292563
"snapdragon",0.316,0.226,44,7.1644883332899
"viis",0.096,0.006,81,5.8035117801543
"operator",0.118,0.028,1784,2.97786849495863
"bondholder",0.288,0.198,101,5.77819397217001
"ratingagentur",0.194,0.104,19,7.21578162767745
"went",0.132,0.042,52,6.20897688826247
"findings",0.196,0.106,84,5.98583333694826
"graduated",0.09,0,30,6.79292477685742
"arcs",0.09,0,15,8.21431045778858
"everywhere",0.094,0.004,27,6.94134478197569
"conservative",0.104,0.014,20,7.32700726278768
"hua",0.09,0,9,8.08077906516406
"bod",0.09,0,18,7.67531395705589
"among",0.1,0.012,831,3.53748428289405
"become",0.092,0.004,1223,3.17365414743747
"dependent",0.09,0.002,96,5.62762111369064
"disclosed",0.09,0.002,825,3.47685966107762
"fastest",0.096,0.008,117,5.45974024105148
"help",0.094,0.006,1040,3.38943118293491
"hiddns",0.14,0.052,37,7.52116327722863
"inspired",0.092,0.004,28,6.94134478197569
"neoantigen",0.158,0.07,67,6.15288742161142
"partnered",0.124,0.036,60,6.11716933900934
"payback",0.094,0.006,50,6.35355811707357
"policies",0.112,0.024,76,6.17123656027962
"preferred",0.09,0.002,361,4.39502950405905
"professionals",0.088,0,302,4.55074881165893
"shape",0.09,0.002,46,6.35355811707357
"showed",0.126,0.038,114,5.52549161861426
"silver",0.102,0.014,55,6.39902049115033
"sites",0.124,0.036,565,4.20438323737906
"transform",0.088,0,126,5.43283278813155
"protocol",0.156,0.068,175,5.12326800443026
"ltm",0.088,0,22,7.52116327722863
"multisensor",0.088,0,24,7.21578162767745
"twenty",0.088,0,44,6.42255098856052
"wearable",0.088,0,19,7.96299602950767
"realistic",0.088,0,21,7.21578162767745
"easysmart",0.088,0,15,8.21431045778858
"mediator",0.13,0.044,25,6.98216677649595
"alternatives",0.176,0.09,191,5.10397480149558
"det",0.24,0.154,1054,4.89236244778056
"announcing",0.094,0.008,129,5.30040820248222
"bachelor",0.088,0.002,65,6.17123656027962
"behind",0.086,0,115,5.4417217355488
"broad",0.102,0.016,768,3.59777651315017
"compensation",0.142,0.056,408,4.41082762093564
"expiring",0.092,0.006,39,6.60487254535448
"final",0.166,0.08,1738,2.9332845883506
"good",0.094,0.008,1809,2.94571619269275
"haviken",0.102,0.016,84,6.37603097292563
"hospitality",0.086,0,40,6.90212406882241
"loans",0.152,0.066,575,4.17880639558941
"novel",0.162,0.076,526,4.19664126322545
"otellos",0.098,0.012,28,7.45217040574168
"plastic",0.148,0.062,669,4.7178028963221
"recommend",0.136,0.05,56,6.15288742161142
"rehabilitation",0.258,0.172,119,5.72940380800058
"soon",0.102,0.016,491,4.01603497271825
"teams",0.164,0.078,325,4.54709250045582
"watch",0.094,0.008,65,6.01708588045236
"leaders",0.092,0.006,195,5.02442216979363
"deliverables",0.086,0,16,7.45217040574168
"eggs",0.086,0,28,7.59527124938236
"aws",0.086,0,41,7.67531395705589
"cells",0.12,0.036,564,4.4333728592567
"elliott",0.104,0.02,28,6.82801609666869
"gigsek",0.084,0,27,6.86438374083956
"immunological",0.086,0.002,18,7.45217040574168
"installer",0.088,0.004,64,6.26840030873327
"laying",0.084,0,52,6.42255098856052
"locallanguage",0.084,0,18,7.32700726278768
"manner",0.114,0.03,186,5.02442216979363
"median",0.106,0.022,28,6.98216677649595
"moore",0.084,0,23,7.38763188460411
"part",0.106,0.022,4496,1.99400433825175
"successful",0.116,0.032,1279,3.12847934808076
"whether",0.114,0.03,212,4.85691569878482
"closely",0.096,0.012,538,3.97607171590641
"challenge",0.116,0.032,177,5.03625662744063
"poised",0.084,0,18,7.26984884894773
"noaka",0.084,0,33,7.52116327722863
"governed",0.084,0,19,7.38763188460411
"unlike",0.084,0,20,7.1644883332899
"capsolgo",0.088,0.004,43,8.08077906516406
"wiersholm",0.084,0,17,7.32700726278768
"safedes",0.084,0,9,8.21431045778858
"conclude",0.12,0.038,115,5.45974024105148
"declares",0.082,0,19,7.21578162767745
"former",0.114,0.032,322,4.63476766771211
"henrikbadinvowasacom",0.09,0.008,64,6.00133752348422
"improve",0.176,0.094,1020,3.38714023118836
"indepth",0.108,0.026,72,5.89754072980258
"offtake",0.11,0.028,123,5.88355448782784
"reach",0.12,0.038,1532,3.40911913790713
"skilled",0.082,0,205,4.90794717879726
"stiff",0.1,0.018,29,6.79292477685742
"upgrades",0.138,0.056,96,5.74137999904729
"walk",0.082,0,30,6.94134478197569
"bispebjerg",0.082,0,9,8.21431045778858
"klp",0.082,0,33,7.1644883332899
"guarantor",0.082,0,18,7.67531395705589
"soft",0.084,0.002,34,6.82801609666869
"liquidation",0.272,0.192,48,6.79292477685742
"advances",0.11,0.03,46,6.39902049115033
"belgium",0.128,0.048,223,4.85195290944269
"experts",0.096,0.016,265,4.65488907091153
"italy",0.248,0.168,546,4.2603232532614
"longstanding",0.096,0.016,140,5.26238080689298
"malta",0.082,0.002,68,6.20897688826247
"nfsa",0.088,0.008,32,7.32700726278768
"others",0.116,0.036,251,4.67542367335324
"read",0.084,0.004,284,4.57297194844364
"satisfy",0.148,0.068,98,5.63843202979485
"seminar",0.08,0,104,5.71756935035358
"steps",0.126,0.046,295,4.5544185405479
"stiffcruxno",0.102,0.022,26,6.90212406882241
"team",0.118,0.038,2480,2.70723827737843
"transactions",0.118,0.038,853,3.8145842460153
"australasia",0.08,0,57,6.52263444711751
"softoxs",0.224,0.144,18,7.38763188460411
"elliptics",0.08,0,14,8.08077906516406
"kure",0.08,0,11,7.85763551384985
"multifunctional",0.08,0,17,7.67531395705589
"barramundi",0.08,0,78,7.96299602950767
"entra",0.08,0,1126,4.32540986978129
"technicians",0.08,0,31,6.90212406882241
"hstations",0.08,0,10,8.08077906516406
"tfde",0.08,0,7,8.21431045778858
"onboarding",0.088,0.01,99,5.70587331059038
"airport",0.096,0.018,125,5.79077275437687
"andersson",0.078,0,116,5.76577145217145
"antennas",0.086,0.008,15,7.45217040574168
"assignment",0.078,0,124,5.47808937971967
"beverage",0.078,0,95,5.70587331059038
"boston",0.082,0.004,45,6.57670166838778
"brings",0.096,0.018,441,4.15386744724216
"bsc",0.086,0.008,39,6.66371304537741
"develops",0.078,0,633,3.78349365894527
"evidenced",0.078,0,23,7.11569816912047
"inquiries",0.078,0,135,5.26987147862214
"lastly",0.078,0,20,7.21578162767745
"mega",0.078,0,12,7.85763551384985
"prestigious",0.08,0.002,70,5.98583333694826
"producer",0.078,0,494,4.11758777316151
"scout",0.078,0,19,7.76232533404552
"shorter",0.088,0.01,43,6.42255098856052
"svenntore",0.124,0.046,26,7.32700726278768
"trying",0.132,0.054,25,6.98216677649595
"wave",0.082,0.004,104,6.31007300513383
"saipem",0.078,0,53,6.82801609666869
"celsius",0.078,0,10,7.96299602950767
"distances",0.078,0,25,7.06917815348558
"iqs",0.09,0.012,9,7.96299602950767
"ngi",0.09,0.012,9,7.96299602950767
"cancers",0.152,0.076,238,5.30040820248222
"aasnæs",0.076,0,13,7.76232533404552
"able",0.098,0.022,1110,3.2860221113906
"approached",0.076,0,18,7.26984884894773
"checkout",0.076,0,24,7.1644883332899
"complements",0.08,0.004,75,5.85615551363972
"deemed",0.146,0.07,81,5.81641518499021
"flexibility",0.118,0.042,516,4.05766201223032
"hundred",0.142,0.066,61,6.20897688826247
"jordan",0.194,0.118,64,6.37603097292563
"prefer",0.076,0,17,7.32700726278768
"productive",0.076,0,41,6.49665896071425
"qualification",0.084,0.008,85,5.8697611656955
"rollbased",0.076,0,12,7.96299602950767
"score",0.078,0.002,26,7.1644883332899
"stimulatory",0.078,0.002,17,7.32700726278768
"text",0.134,0.058,38,6.57670166838778
"thereby",0.08,0.004,351,4.36720699845975
"wood",0.076,0,171,5.39804667204614
"procedure",0.194,0.118,134,5.5550504208558
"apple",0.08,0.004,57,6.289019595936
"intercompany",0.076,0,10,7.96299602950767
"dcp",0.084,0.008,52,7.45217040574168
"nibd",0.076,0,41,6.94134478197569
"bioenergy",0.076,0,14,7.85763551384985
"augmented",0.076,0,13,7.67531395705589
"reallife",0.086,0.01,16,7.52116327722863
"fulmar",0.08,0.004,14,7.96299602950767
"rosmo",0.076,0,10,7.85763551384985
"arizona",0.076,0,23,7.67531395705589
"saline",0.076,0,10,8.21431045778858
"eyvin",0.076,0,8,8.08077906516406
"spetalen",0.076,0,27,7.11569816912047
"administrative",0.192,0.118,159,5.24023968101577
"assistance",0.092,0.018,64,6.17123656027962
"consilium",0.122,0.048,28,6.86438374083956
"dealer",0.074,0,21,7.1644883332899
"depths",0.086,0.012,215,4.84701462780211
"distribute",0.076,0.002,304,4.49726012670795
"elected",0.082,0.008,864,3.84125249309746
"experienced",0.088,0.014,587,3.85943481218065
"forest",0.074,0,36,6.82801609666869
"latest",0.082,0.008,594,3.83945231259331
"lung",0.12,0.046,153,5.60634371524335
"makers",0.104,0.03,36,6.69448470404417
"planning",0.078,0.004,483,4.11996589556648
"societies",0.09,0.016,54,6.289019595936
"cabu",0.08,0.006,57,6.44664854013959
"metro",0.074,0,75,6.20897688826247
"candid",0.074,0,23,8.21431045778858
"oversee",0.074,0,21,7.11569816912047
"alcoholbased",0.078,0.004,10,8.08077906516406
"cyber",0.074,0,24,7.1644883332899
"nationale",0.074,0,8,8.08077906516406
"smoothly",0.074,0,8,8.08077906516406
"broader",0.086,0.014,158,5.18348686442332
"advancing",0.114,0.042,73,5.97056586481747
"asian",0.08,0.008,170,5.20439354924263
"clinics",0.072,0,48,6.47134115272996
"components",0.08,0.008,615,4.16875605973591
"every",0.078,0.006,634,3.79546984999198
"generators",0.086,0.014,64,6.20897688826247
"hess",0.08,0.008,40,7.11569816912047
"highgrowth",0.072,0,41,6.63386008222773
"oceano",0.164,0.092,29,7.85763551384985
"partial",0.09,0.018,117,5.48739177238199
"partnerships",0.088,0.016,315,4.52543100367464
"strengthened",0.092,0.02,262,4.76659306049153
"sverdrup",0.082,0.01,428,4.50773142657524
"estimated",0.116,0.044,1634,2.9501409786731
"difficult",0.152,0.08,168,5.16978802006516
"newbuilds",0.092,0.02,53,6.39902049115033
"laksevåg",0.122,0.05,20,7.26984884894773
"occupational",0.072,0,37,6.98216677649595
"searching",0.076,0.004,22,7.06917815348558
"convenes",0.072,0,14,7.52116327722863
"interoperable",0.092,0.02,12,7.67531395705589
"signalled",0.072,0,11,7.85763551384985
"concurrent",0.072,0,10,7.85763551384985
"sand",0.238,0.168,52,6.57670166838778
"hopefully",0.086,0.016,23,7.06917815348558
"background",0.082,0.012,337,4.40447839325698
"capability",0.076,0.006,367,4.38877948371388
"cases",0.17,0.1,291,4.91319653468341
"close",0.104,0.034,1873,2.773749758014
"communities",0.072,0.002,160,5.24756572110784
"complete",0.102,0.032,1638,2.86856439766943
"consistently",0.09,0.02,73,5.88355448782784
"decisions",0.088,0.018,213,4.89236244778056
"detailed",0.102,0.032,464,4.09411251674014
"duallisted",0.07,0,28,6.82801609666869
"endtoend",0.076,0.006,165,5.23296692168669
"foreign",0.078,0.008,133,5.38953598237823
"margins",0.164,0.094,280,4.73087497788945
"merged",0.07,0,129,5.59587241537606
"native",0.088,0.018,27,6.90212406882241
"plass",0.07,0,63,6.26840030873327
"publications",0.072,0.002,24,7.02472639091474
"remainder",0.096,0.026,100,5.61692582457389
"servicesolution",0.07,0,20,7.1644883332899
"spread",0.084,0.014,267,4.78032325330343
"totaling",0.08,0.01,75,5.89754072980258
"mount",0.138,0.068,33,7.21578162767745
"tolerability",0.09,0.02,49,6.63386008222773
"exclusivity",0.158,0.088,71,6.15288742161142
"pointofsale",0.07,0,15,7.76232533404552
"receiver",0.07,0,22,7.38763188460411
"pclaptop",0.07,0,21,8.21431045778858
"tet",0.07,0,26,8.21431045778858
"resellers",0.07,0,17,7.59527124938236
"leukemia",0.07,0,11,8.21431045778858
"obs",0.07,0,13,8.21431045778858
"institutes",0.074,0.004,23,7.11569816912047
"creates",0.072,0.004,325,4.39816922406372
"farms",0.068,0,209,5.12326800443026
"furthermore",0.094,0.026,456,4.08257836349486
"magazine",0.068,0,28,7.02472639091474
"port",0.222,0.154,188,5.43283278813155
"cleanbu",0.114,0.046,101,6.39902049115033
"willing",0.072,0.004,31,6.79292477685742
"intel",0.18,0.112,43,7.1644883332899
"commander",0.068,0,19,7.59527124938236
"royalties",0.068,0,36,6.66371304537741
